rank,category,region,candidate_name,candidate_type,post_count,sample_titles,sample_links
52,food,수원,광교호수공원,travel_spot,3,"광교 앨리웨이 브런치 맛집 , 위커파크 다녀왔어요|광교 법조타운 맛집 , 야끼토리잔잔 광교점 후기!|광교 호수공원 맛집 청년감자탕순대국 묵은지감자탕 후기",https://blog.naver.com/happy_lively/224301925780|https://blog.naver.com/smile085/224301833775|https://blog.naver.com/domdobu/224301759569
53,food,종로,광장시장,travel_spot,3,"광장시장 자매육회집 육회비빕밥 후기|광장시장 맛집 전라도횟집 내돈내산 후기｜모둠회 2인 25...|광장시장 먹거리 투어 후기, 줄 서서 먹은 맛집 4곳",https://blog.naver.com/veritavitia/224301838148|https://blog.naver.com/oburi-/224301407518|https://blog.naver.com/yellowbabo/224301203451
54,food,부산,기장,candidate,3,내돈내산|부산 기장 드라이브 코스로 들르기 좋은 맛집 ...|부산 기장 카페 맛집|대형... “ 방문후기 2탄( 내돈내산 )|부산 기장 여행 오션뷰 카페 웨이브온 대나무 영화 촬영지...,https://blog.naver.com/nueijeel_/224301898522|https://blog.naver.com/moonglade15/224301803449|https://blog.naver.com/4729581/224301792300
55,food,대구,남구,candidate,3,대구 남구 피부관리실 수분광채케어로 속수분 잡고 온 루루아|대구 남구 명덕역 막창 맛집 추천 초벌되어 나와 더 맛있는...|( 내돈내산 ) 대구 남구 서부정류장 술집 맛집 ‘대구 생골뱅이’...,https://blog.naver.com/asdfgh3564/224301948574|https://blog.naver.com/breadman21/224301919787|https://blog.naver.com/tjsgp6345/224301849165
56,food,광주,남구,candidate,3,광주 남구 진월동 차돌 순두부찌개&수육 한식 맛집 ...|광주 남구 봉선동 안주 맛집 추천 곱창구이 맛집 서울곱창...|[광주 남구 봉선동 맛집 ]봉선동 양식 맛집 :: ‘르시엘블루 ’...,https://blog.naver.com/parkhj5185/224301941043|https://blog.naver.com/yuriroro/224301940342|https://blog.naver.com/runa000/224301786699
57,food,대구,달서구,candidate,3,대구 달서구 진천동 막창본능|용산동 먹자골목 맛집 까미생막창 대구 달서구 용산1동|대구 달서구 초복 맛집 홍이네대왕조개전골 조개삼계탕과 100...,https://blog.naver.com/guswl4934/224301950012|https://blog.naver.com/eg0day/224301824238|https://blog.naver.com/kkyj0070/224301794030
58,domestic_travel,대전,대청호 장미축제,attraction,3,대청호 장미축제 실시간 개화현황과 무료 주차 꿀팁 총정리|대청호 장미축제는 지금 장미꽃들이 만개 중♡|“ 서울 보다 덜 알려져 더 예쁜 대전 대청호 장미축제”,https://blog.naver.com/issueletter365/224301618826|https://blog.naver.com/angel79satan/224301819560|https://blog.naver.com/3050035/224295646828
59,domestic_travel,인천,동인천,candidate,3,[인천] 동인천 당일치기 여행코스& 맛집 추천 - 1. 차이나타운 편|[인천/동인천] 빈티지 보물찾기! '오슬로우 마켓' 축제 리얼...|인천 동인천 당일치기 1박2일 여행 코스 추천: 월미도 놀이공원...,https://blog.naver.com/mama_923/224301939578|https://blog.naver.com/longblack27/224301835165|https://blog.naver.com/augustbeen11/224297093216
60,domestic_travel,제주,동쪽,candidate,3,제주 동쪽 가볼만한곳 ATV 승마 체험 뷰제주하늘|[제주 동쪽 가볼만한곳 ] 비밀의숲 후기｜민트색 캠핑카...|만장굴 옆 수국명소 제주 동쪽 가볼만한곳 김녕미로공원,https://blog.naver.com/jinidag/224301941778|https://blog.naver.com/rlaalsek1/224301936448|https://blog.naver.com/thebestmaze/224301470835
61,domestic_travel,대전,둔산동,candidate,3,[대전/둔산동] 불장난 대전 둔산동 술집 안주 추천 찐후기|대전 둔산동 핫플 술집 숯불 맛집 불장난 후기|대전 맛집 둔산동 점심 맛집 가성비 좋은 훈제오리 점심특선...,https://blog.naver.com/choyeon-_/224301945672|https://blog.naver.com/natae0605/224301894248|https://blog.naver.com/luckeeee/224301821027
62,domestic_travel,강릉,뚜벅이,candidate,3,혼자 바다보러 가기 강릉 뚜벅이 당일치기 여행코스 추천|강릉 뚜벅이 당일치기 여행 2탄 하슬라 아트월드|강릉 뚜벅이 당일치기 토요일 눈치게임 성공(툇마루...,https://blog.naver.com/yoonsss22/224301654841|https://blog.naver.com/maum085/224301540337|https://blog.naver.com/rmaaywls/224301514626
63,domestic_travel,가평,봄꽃축제,attraction,3,2026 자라섬 꽃페스타 가평 꽃축제 후기 (입장료·주차...|서울 근교 꽃구경 추천! 가평 자라섬 꽃 페스타에서 만나는...|2026 자라섬 꽃 페스타 다녀왔어요! 지금이 가장 예쁠 때,https://blog.naver.com/mmmmbin/224300575415|https://blog.naver.com/usi345/224299351255|https://blog.naver.com/kyju6507/224297372051
64,domestic_travel,대구,삼덕동,candidate,3,[대구 삼덕동] 커알못도 반한 커피 맛집 '수평적관계' 방문 후기|대구 삼덕동 맛집 온담 본점 대구 샤브샤브 편백찜 맛집 추천|(소) ] 상다리 부러지는 푸짐함 대구 삼덕동 횟집 추천,https://blog.naver.com/whalstn38/224301947227|https://blog.naver.com/mmmu14/224301928937|https://blog.naver.com/m__moooon/224301925212
65,food,대구,서구,candidate,3,"[대구 서구 맛집 ] 노포 감성 가득한 '중리숯불막창'에서 고소한...|대구 서구 평리동 횟집 깜스 방문 후기, 시원한 물회 한 그릇|대구 서구 평리동 영이식당 재방문! 역시 든든한 콩불정식",https://blog.naver.com/yu_miii_0420/224301912593|https://blog.naver.com/jia525_/224301891472|https://blog.naver.com/jia525_/224301771557
66,food,부산,손정보쌈,candidate,3,"부산서면보쌈 한 쌈 먹고 또 생각난, 손정보쌈 부산서면점|손정보쌈 부산서면점 서면역 맛집 든든한 한식 맛집 후기|손정보쌈 부산서면점 부산서면 가브리보쌈 맛집 방문후기",https://blog.naver.com/oldage7788/224301955136|https://blog.naver.com/majestic7107/224301842382|https://blog.naver.com/jihyen0124/224301842043
67,domestic_travel,광주,송정역,candidate,3,광주 송정역 점심 맛집 슈퍼크리스피에서 햄버거 먹어 본 후기|[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...|광주 송정역 근처 빵집 썬베이커리 착한 가게 방문 후기,https://blog.naver.com/bsd0921/224301818465|https://blog.naver.com/geolsb/224301662775|https://blog.naver.com/wlsud3626/224301896898
68,domestic_travel,대구,수성구,candidate,3,"레시피를 완성시켜준 대구 수성구 신선 정육점 추천 , 우담정육점|대구 수성구 다이닝& 분위기 좋은 범어동 와인바_ 로쏘(ROSSO)|대구 수성구 신천시장 양고기 스프카레 맛집 바를램",https://blog.naver.com/drawingirls/224301818663|https://blog.naver.com/rosa920513/224301927215|https://blog.naver.com/dumborang/224301679356
69,food,부산,수영역,candidate,3,부산 수영역 맛집|미친막창... 막창 맛집 푸짐한 한 상 단골...|부산 수영역 맛집 술집 부엉이산장 안주가 맛있는 핫플 ...|부산 수영역 맛집 아구찜 제철 갑오징어회 신통영굴국밥 후기,https://blog.naver.com/hye0_0young/224301874642|https://blog.naver.com/sm88044/224301683912|https://blog.naver.com/puppv2/224301934811
70,food,수원,스타필드,candidate,3,수원 스타필드 인근 석암생소금구이 맛집 탐방|[수원] 1박2일 여행 :: 수원 스타필드 핫쵸|행궁동...|수원 스타필드 추천|런던베이글 뮤지엄 후기,https://blog.naver.com/wyfri530/224295253594|https://blog.naver.com/myominey/224301824552|https://blog.naver.com/ararop/224295893357
71,food,대구,신세계백화점,candidate,3,대구 신세계백화점 구슬아이스크림 맛집 대구 신세계 도티로티|대구 신세계백화점 8층 용호낙지- 낙곱새|[ 요모 ] 대구 신세계백화점 근처 일본 꼬치집 추천|일본 감성...,https://blog.naver.com/hat1599/224301954491|https://blog.naver.com/free-wing/224301909926|https://blog.naver.com/monglby0120/224301841799
72,food,광주,연화식당,restaurant,3,"광주 연화식당 가기 전 필독: 육전·조기탕 메뉴와 예약·주차 꿀팁|전현무계획 광주 연화식당 예약 주차 혼밥 육전 맛집 위치 총정리|광주 연화식당 혼밥, 육전 때문에 찾았다가 오히려 분위기가 더...",https://blog.naver.com/84uzmav/224301938730|https://blog.naver.com/overthesense/224301637298|https://blog.naver.com/attageogi/224301554331
73,food,부산,영도,candidate,3,"[부산 영도 카페] 흰여울문화마을 오션뷰 감성 카페...|[부산 영도] 감성커피 영도대교점 후기｜감성커피 신메뉴...|부산 영도 오션뷰 캠핑 바베큐 몽작 찐 솔직후기 (주차, 예약...",https://blog.naver.com/hobyeolha/224301957515|https://blog.naver.com/168_eo/224301766082|https://blog.naver.com/travelbenz_o0o/224301605110
74,domestic_travel,부산,영도,candidate,3,"[부산 영도] 감성커피 영도대교점 후기｜감성커피 신메뉴...|부산 영도 오션뷰 캠핑 바베큐 몽작 찐 솔직후기 (주차, 예약...|[부산 영도 가볼만한곳 ] HiKER M 플리마켓 하와이안 레이...",https://blog.naver.com/168_eo/224301766082|https://blog.naver.com/travelbenz_o0o/224301605110|https://blog.naver.com/alohaharu_hula/224301906507
75,domestic_travel,부산,전포,candidate,3,부산 전포|과일빙수 맛집 빙수당 내돈내산 후기|[부산 전포 맛집 ] 돈까스 파스타 고온 내돈내산 후기|[부산 전포 맛집 ] 코르 파스타 바 주말 점심 후기｜미쉐린 선정...,https://blog.naver.com/bin_days_/224301934055|https://blog.naver.com/so_rrrrr/224301837066|https://blog.naver.com/minggi--/224301937591
76,food,광주,전현무계획3,candidate,3,"전현무계획3 광주 돼지국밥 식당 송정역 시장 맛집 추천|전현무계획3 광주 맛집 총정리: 국밥·오리탕·육전, 방문 전 꼭...|전현무계획3 광주 맛집 3곳 한 번에 정리｜육전·돼지국밥...",https://blog.naver.com/moreandmore-0211/224301910234|https://blog.naver.com/84uzmav/224301940340|https://blog.naver.com/e150934/224301849679
77,food,제주,조천,candidate,3,"[술빚는여행자] 제주 조천|제주의 바람이 책갈피가 되는 카페...|[제주 낭뜰에쉼팡] 제주 조천 한식 찐 맛집 낭뜰에쉼팡|[제주 조천 맛집] 선흘방주할머니식당, 제주세계자연유산센터와...",https://blog.naver.com/antipara/224283060268|https://blog.naver.com/jejuhee_0/224301929057|https://blog.naver.com/happy_n_rich/224301324842
78,domestic_travel,제주,조천,candidate,3,"[술빚는여행자] 제주 조천|제주의 바람이 책갈피가 되는 카페...|제주 조천 숙소 보메와산 펜션 특징과 여행 팁|[제주 조천 맛집] 선흘방주할머니식당, 제주세계자연유산센터와...",https://blog.naver.com/antipara/224283060268|https://blog.naver.com/economicskf/224301849441|https://blog.naver.com/happy_n_rich/224301324842
79,domestic_travel,대전,중구,candidate,3,"대전 중구 맛집 광천식당, 노포 감성과 매콤한 두루치기의 만남|[대전/중구] 성심당 케익부띠끄 샌드위치정거장 성심당 문화원...|[대전/중구] 은행동사주 잘보는집 길잡이 후기",https://blog.naver.com/starstaracademy/224301570569|https://blog.naver.com/cherrytmt_/224301683338|https://blog.naver.com/eili1010/224301925793
80,food,인천,차이나타운,candidate,3,"[신승반점] 인천|차이나타운 유니짜장 사천백짬뽕 탕수육 맛집|인천 차이나타운 가볼 만한 곳, 당일치기 놀거리 먹거리 추천코스|인천 차이나타운|짜장면 박물관 관람 후기",https://blog.naver.com/sonjieun2000/224301949852|https://blog.naver.com/skylar_ing/224300870862|https://blog.naver.com/cyc36389/224301932804
81,domestic_travel,인천,차이나타운,candidate,3,"인천 차이나타운 가볼 만한 곳, 당일치기 놀거리 먹거리 추천코스|[ 서울 근교 가볼만한 곳] <인천 차이나타운 + 송월동 동화마을...|인천 차이나타운|짜장면 박물관 관람 후기",https://blog.naver.com/skylar_ing/224300870862|https://blog.naver.com/kfbwoman/224298032206|https://blog.naver.com/cyc36389/224301932804
82,domestic_travel,광주,첨단,candidate,3,"[광주 첨단 맛집 ] 친구들과 다녀온 찐 맛집 , '마녀의 닭갈비...|광주 첨단 맛집 '오덴', 분위기와 맛에 취하고 연어 육회와 오뎅...|광주 맛집 첨단 핫플 추천 리조또와 피자가 맛있는...",https://blog.naver.com/0527omj/224301931454|https://blog.naver.com/ekdud2850/224301910926|https://blog.naver.com/choggang1578/224301723548
83,domestic_travel,부산,출발,candidate,3,"나트랑 달랏 패키지 5일 부산 출발, 디꾸아호텔 총정리|MAY, 2026 (마산/통영/거제/경주/포항)|부산 출발 3박 4일 삿포로 에어텔 후기, 65만원대 가성비...",https://blog.naver.com/dkrdka18/224301494212|https://blog.naver.com/seulmizi/224301874024|https://blog.naver.com/ovonews/224301890548
84,domestic_travel,대전,한밭수목원,candidate,3,대전 한밭수목원 맛집 솔가숯불갈비 대전직영점 방문 후기|대전 한밭수목원 신세계백화점|대전 한밭수목원 꽃축제 장미 스팟,https://blog.naver.com/beautiful_life_7/224301954336|https://blog.naver.com/4862toi/224301890268|https://blog.naver.com/darame0422/224301885688
85,domestic_travel,경주,황리단길,candidate,3,경주 황리단길 먹거리 추천 ! : 직접 먹어본 내돈내산 간식들...|워너k 일상 경주 황리단길 당일치기 무료 공영주차장 정보|[경주/황리단길 맛집] 료코 안심카츠·료무라이스 솔직 후기...,https://blog.naver.com/wms9774/224301000899|https://blog.naver.com/bokyeong77777/224301513801|https://blog.naver.com/iammjih/224301850037
86,food,종로,3가카페,cafe,2,"종로3가점 :: 서울3대 아인슈페너 맛집 , 종로 데이트 추천|서울3대아인슈페너 맛집 시애틀커피하우스 종로3가점",https://blog.naver.com/ggaonii/224301740961|https://blog.naver.com/skdud3758/224301690483
87,food,종로,5가맛집,restaurant,2,"비 오는 날 광장시장 데이트, 낙지탕탕이와 종로빈대떡|광장시장 맛집 전라도횟집 내돈내산 후기｜모둠회 2인 25...",https://blog.naver.com/ji0edaa/224301760040|https://blog.naver.com/oburi-/224301407518
88,food,대구,6기,candidate,2,[앞산 프렌즈 6기] 대구 안지랑 맛집 추천 ️ : 안지랑 곱창막창...|프렌즈 6기] 대구 앞산 카페 추천 ️ : 아리츠 (샌드위치 맛집 ),https://blog.naver.com/pcjihye/224301948049|https://blog.naver.com/pcjihye/224301939387
89,domestic_travel,경주,가볼,candidate,2,"경주 가볼 만한 곳, 경주루지월드에서 짜릿한 경험을!|6월 경주 가볼 만한 곳 경주 대릉원 포토존 위치",https://blog.naver.com/song970923/224301819494|https://blog.naver.com/teddyjun/224301512017
90,food,종로,가성비,candidate,2,종로 가성비 맛집 추천 ! 미국식 중식당 '서울익스프레스88...|종로 가성비 야장 맛집 밥도사술도사 내돈내산 후기,https://blog.naver.com/mingbusiness/224301908394|https://blog.naver.com/mimizi_/224301559066
